Id,Departamento,Tipo,Nombre,Direccion,Telefono,Latitud,Longitud,Fuente
6350,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Calle Manuel Bustillos #745, Zona El Tejar - Agencia El Tejar.",,-68.15356069,-16.49502513,gamlp
6351,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Calle Yungas #876, frente al Mercado (lado importadora Rojas), casi esquina Francisco Monrroy.",,-68.12877508,-16.49741846,gamlp
6352,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av.Busch y Av. Saavedra #2085, casi esquina C. Nicaragua, cerca a la Plaza San Martin , Zona de Miraflores.",,-68.12138889,-16.50373889,gamlp
6353,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Perú #291, casi esquina Beni, Hotel Bolivian Passport, Zona Challapampa.",,-68.14111437,-16.48807347,gamlp
6354,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Calle Victor Sanjinez #2654, entre Calles Barrios y Mendez Arcos, Z. Sopocachi, Hotel Alcalá, frente a la Plaza España.",,-68.12902058,-16.51416387,gamlp
6355,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. García Lanza #200, casi esquina Calle 15, Zona Achumani.",,-68.07340407,-16.53185815,gamlp
6356,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Calle Maximiliano Paredes, esquina Antonio Gallardo #514 y 844 - Agencia Gran Poder.",,-68.14082425,-16.49862683,gamlp
6357,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Calle Illampu #760, casi esquina Calle Santa Cruz, Zona  El Rosario.",,-68.13991251,-16.49633807,gamlp
6358,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Busch #1319, Casa de Funerales Santa Maria, cerca al Monumento a Busch, Z. de Miraflores.",,-68.12113753,-16.49489238,gamlp
6359,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Sanchez Lima #2349, entre Calles Rosendo Gutierrez y B. Salinas, frente supermercado Fidalga, Zona de Sopocachi.",,-68.12776111,-16.51034167,gamlp
6360,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Calle Potosí #909,  esquina Genaro Sanjinez, Hotel Gloria.",,-68.1358751,-16.49565656,gamlp
6361,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Ballivián #413, casi esquina Calle 10, Zona de Calacoto.",,-68.08931212,-16.54046148,gamlp
6362,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Hernando Siles #6204, esquina Calle 16, Zona de Obrajes.",,-68.1022041,-16.52962219,gamlp
6363,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Calle Sagárnaga #334, Hotel Alem, Zona El Rosario.",,-68.13868002,-16.49771766,gamlp
6364,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Manco Kapac, esquina Isaac Tamayo #745, Zona San Sebastián.",,-68.14237827,-16.49326763,gamlp
6365,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Muñoz Reyes #32, entre Calles 32 y 33 - Agencia Cota Cota",,-68.06055,-16.541275,gamlp
6366,La Paz,ServiciosFinancieros,Banco Ganadero S.A.,Plaza Isabel La Católica (Lado Laboratorio La Paz),,-68.12434498,-16.50879136,gamlp
6367,La Paz,ServiciosFinancieros,Banco Ganadero S.A.,Plaza Tejada Sorzano Esq. Saavedra (Zona Miraflores por el Stadium),,-68.12413487,-16.50004023,gamlp
6368,La Paz,ServiciosFinancieros,Banco Ganadero S.A.,"Av. 16 de Julio Nº 1805 entre Calles Tihuanacu y Batallón Colorados, Zona El Prado",,-68.13111389,-16.503475,gamlp
6369,La Paz,ServiciosFinancieros,Banco Ganadero S.A.,Av. Esteban Arce Nº 1827 cruce Villa San Antonio - Villa Copacabana.,,-68.11637732,-16.4958407,gamlp
6370,La Paz,ServiciosFinancieros,Banco Ganadero S.A.,Av. Manuel Garcia Lanza Nº 18  entre Calle 15 y 16 Zona Achumani.,,-68.07299018,-16.53146371,gamlp
6371,La Paz,ServiciosFinancieros,Banco Ganadero S.A.,"Edificio Topater Nº 2473  Av. 20 de Octubre entre Belisario Salinas y Pedro Salazar, Zona de la Plaza Abaroa.",,-68.12612791,-16.51030822,gamlp
6372,La Paz,ServiciosFinancieros,Banco Ganadero S.A.,"Av. Hernando Siles N. 6204 Esq. Calle 16, Zona de Obrajes, cruce a Següencoma, La Paz",,-68.13546944,-16.52959444,gamlp
6373,La Paz,ServiciosFinancieros,Banco Ganadero S.A.,"Calle Illampu Nº 670, Zona el Rosario.",,-68.14048889,-16.49489167,gamlp
6374,La Paz,ServiciosFinancieros,Banco Ganadero S.A.,"Calle 21 Nº 8215, Zona de Calacoto.",,-68.0776704,-16.54008886,gamlp
6375,La Paz,ServiciosFinancieros,Banco Ganadero S.A.,"Supermercado Hipermaxi de la Av. José María  Achá Nº 85, Zona Los Pinos, LPZ.",,-68.06739859,-16.54457928,gamlp
6376,La Paz,ServiciosFinancieros,Banco Los Andes Procredit S.A.,Av. Landaeta esq José Saravia Nº 1801,,-68.140872,-16.51156167,gamlp
6377,La Paz,ServiciosFinancieros,Banco Los Andes Procredit S.A.,Av Landaeta esq. José María Camacho Nº 1731 frente Plaza El Condor,,-68.13578596,-16.50897404,gamlp
6378,La Paz,ServiciosFinancieros,Banco Los Andes Procredit S.A.,"Calle 21 Nº58, Zona Calacoto",,-68.07711111,-16.54275,gamlp
6379,La Paz,ServiciosFinancieros,Banco Los Andes Procredit S.A.,"Avenida Tejada Sorzano No 393, Zona Miraflores",,-68.12137778,-16.48052222,gamlp
6380,La Paz,ServiciosFinancieros,Banco Los Andes Procredit S.A.,"Calle Linares, esquina Santa Cruz No 265",,-68.13876219,-16.49628194,gamlp
6381,La Paz,ServiciosFinancieros,Banco Los Andes Procredit S.A.,"Avenida Saavedra, esquina calle Hugo estrada No 1706",,-68.12367264,-16.50013138,gamlp
6382,La Paz,ServiciosFinancieros,Banco Los Andes Procredit S.A.,Avenida Garcia Lanza Nº 1500 Zona Achumani,,-68.07382369,-16.53246839,gamlp
6383,La Paz,ServiciosFinancieros,Banco Los Andes Procredit S.A.,Av. Hernando Siles # 6204 casi esquina Calle 16 â€“ Zona Obrajes,,-68.10215833,-16.5296,gamlp
6384,La Paz,ServiciosFinancieros,Banco Los Andes Procredit S.A.,Av. Ballivian esq. Calle 20 Nº 8047,,-68.07861389,-16.53925,gamlp
6385,La Paz,ServiciosFinancieros,Banco Los Andes Procredit S.A.,Av. 16 de Julio No. 1486 - Edificio Banco Los Andes ProCredit SA - El Prado,,-68.13316683,-16.50146982,gamlp
6386,La Paz,ServiciosFinancieros,Banco Los Andes Procredit S.A.,"Av. América No. 203, a una cuadra de la Plaza Alonso de Mendoza",,-68.13971097,-16.49351768,gamlp
6387,La Paz,ServiciosFinancieros,Banco Los Andes Procredit S.A.,Calle Belisario Salinas No 438,,-68.12698251,-16.510014,gamlp
6388,La Paz,ServiciosFinancieros,Banco Los Andes Procredit S.A.,Av. Buenos Aires No 555,,-68.14401389,-16.49468056,gamlp
6389,La Paz,ServiciosFinancieros,Banco Los Andes Procredit S.A.,"Calle Pedro de la Gasca No. 520, Esquina Sebastian Segurola",,-68.14276565,-16.49804953,gamlp
6390,La Paz,ServiciosFinancieros,Banco Los Andes Procredit S.A.,Avenida Esteban Arce No 1705,,-68.11748957,-16.4955979,gamlp
6391,La Paz,ServiciosFinancieros,Banco Los Andes Procredit S.A.,Avenida Baptista esquina Calle Calatayud No950 zona Callampaya,,-68.14777971,-16.49552959,gamlp
6392,La Paz,ServiciosFinancieros,Banco para el Fomento a Iniciativas Económicas S.A.,"Plaza Eguino, esq. América, Edificio Loza No.289, de la ciudad de La Paz",,-68.14052889,-16.49350327,gamlp
6393,La Paz,ServiciosFinancieros,Banco para el Fomento a Iniciativas Económicas S.A.,"Av. Simón Bolívar No.1990, Zona Miraflores de la ciudad de La Paz",,-68.12472839,-16.4998722,gamlp
6394,La Paz,ServiciosFinancieros,Banco para el Fomento a Iniciativas Económicas S.A.,"Calle Gral. Gónzales No.1272, Zona San Pedro de la ciudad de La Paz",,-68.13664506,-16.5014625,gamlp
6395,La Paz,ServiciosFinancieros,Banco para el Fomento a Iniciativas Económicas S.A.,Av. Camacho No. 1355 de la ciudad de La Paz,,-68.13372026,-16.49896135,gamlp
6396,La Paz,ServiciosFinancieros,Banco para el Fomento a Iniciativas Económicas S.A.,"Calle 18 No.50 entre Av. Montenegro y Julio Patiño, Zona San Miguel ciudad de La Paz",,-68.08061389,-16.54071667,gamlp
6397,La Paz,ServiciosFinancieros,Mutual La Primera,Av. Montenegro No. 111 San Miguel Centro Comercial La Chiwiña,,-68.07918256,-16.54039434,gamlp
6398,La Paz,ServiciosFinancieros,Mutual La Primera,Av. Saavedra No. 22  esquina Plaza Tejada Sorzano(Miraflores),,-68.12440015,-16.49895237,gamlp
6399,La Paz,ServiciosFinancieros,Mutual La Primera,Av. Mariscal Santa Cruz Nº 1364,,-68.13433864,-16.50027265,gamlp
6400,La Paz,ServiciosFinancieros,Mutual La Primera,Av.Uruguay y Armentia Terminal de Buses,,-68.14108889,-16.48862222,gamlp
6401,La Paz,ServiciosFinancieros,Mutual La Primera,AV. 20 DE OCTUBRE nO. 402 ESQUIna BELISARIO SALInaS ED. TORRE SAFIRO,,-68.12691236,-16.5098847,gamlp
6402,La Paz,ServiciosFinancieros,Mutual La Primera,Av.Saavedra N.- 2204  Miraflores Bajo,,-68.1203214,-16.50604494,gamlp
6403,La Paz,ServiciosFinancieros,Mutual La Primera,Calle Calatayud N.-557 Zona Callampaya,,-68.14825556,-16.49397778,gamlp
6404,La Paz,ServiciosFinancieros,Banco para el Fomento a Iniciativas Económicas S.A.,"Avenida Mecapaca No.6301, Zona Obrajes de la ciudad de La Paz",,-68.10043327,-16.53012074,gamlp
6405,La Paz,ServiciosFinancieros,Banco para el Fomento a Iniciativas Económicas S.A.,"Av. Las Américas, No.205, esq. Puente Villa, Zona Villa Fátima de la ciudad de La Paz",,-68.12083056,-16.47975556,gamlp
6406,La Paz,ServiciosFinancieros,Banco para el Fomento a Iniciativas Económicas S.A.,"Plaza Pérez Velasco No.785, Zona Central de la ciudad de La Paz",,-68.13674844,-16.49398432,gamlp
6407,La Paz,ServiciosFinancieros,Banco para el Fomento a Iniciativas Económicas S.A.,"Av. Buenos Aires No. 561, frente ingreso calle Huyustus, Zona Buenos Aires de la ciudad de La Paz",,-68.14396055,-16.49389952,gamlp
6408,La Paz,ServiciosFinancieros,Mutual La Primera,Calle Evaristo Valle N.- 127 San Sebastian,,-68.13751119,-16.49414649,gamlp
6409,La Paz,ServiciosFinancieros,Mutual La Primera,Av.Esteban Arce N.-1747,,-68.11709594,-16.49574551,gamlp
6410,La Paz,ServiciosFinancieros,Mutual La Primera,Av. 6 de Agosto No. 2549 Sopocachi entre Pedro Salazar y Pinilla,,-68.12473355,-16.51051316,gamlp
6411,La Paz,ServiciosFinancieros,Mutual La Primera,Calle 16 No. 4 Achumani (Frente al Mercado de Achumani),,-68.0730293,-16.53081565,gamlp
6412,La Paz,ServiciosFinancieros,Mutual La Primera,Calle Max Paredes No.420 Garita de Lima,,-68.14551587,-16.49615503,gamlp
6413,La Paz,ServiciosFinancieros,Mutual La Primera,Av. Jose Maria Acha No.  N.- 27 entre calle 5 y 6 Zona Los Pinos,,-68.07294444,-16.54536667,gamlp
6414,La Paz,ServiciosFinancieros,Mutual La Primera,AV.16 DE JULIO N.-1642 EL PRADO,,-68.13238965,-16.50259527,gamlp
6415,La Paz,ServiciosFinancieros,Mutual La Primera,AV.HERnaNDO SILES N.- 5688 Entre Calles 10 y 11 OBRAJES,,-68.10651625,-16.52721707,gamlp
6416,La Paz,ServiciosFinancieros,Mutual La Primera,Calle Comercio Esq.Plaza Murillo N.-1092,,-68.13413889,-16.49572778,gamlp
6417,La Paz,ServiciosFinancieros,Mutual La Primera,Cajero Automatico Calle Illampu N.- 747 entre graneros y santa cruz Zona El Rosario,,-68.13993611,-16.49549444,gamlp
6418,La Paz,ServiciosFinancieros,Mutual La Paz,AV. JOSE MARIA AGUIRRE ACHA S/N (HIPERMERCADO HIPERMAXI LOS PINOS) MODULO 4,,-68.07026761,-16.54558117,gamlp
6419,La Paz,ServiciosFinancieros,Mutual La Primera,Calle Landaeta N.- 1747 Esq.Plaza El CondorZona San Pedro,,-68.13559334,-16.50918945,gamlp
6420,La Paz,ServiciosFinancieros,Mutual La Paz,AV. GARCIA LANZA No.300 ENTRE CALLES 15 Y 16,,-68.07318184,-16.53158593,gamlp
6421,La Paz,ServiciosFinancieros,Fondo Financiero Privado Fassil S.A.,"Calle Alberto Lambert NÂº822 sector A, zona Alto Obrajes",,-68.10406651,-16.52142259,gamlp
6422,La Paz,ServiciosFinancieros,Fondo Financiero Privado Fassil S.A.,"Avenida 16 de Julio Nº 1642, zona El Prado.",,-68.13271834,-16.50213351,gamlp
6423,La Paz,ServiciosFinancieros,Fondo Financiero Privado Fassil S.A.,"Avenida General Lanza Nº 60, Entre Calle Nº 13 y Calle Nº 14, Zona de Achumani",,-68.074025,-16.53328889,gamlp
6424,La Paz,ServiciosFinancieros,Fondo Financiero Privado Fassil S.A.,"Avenida Esteban Arce Nº 1836, Villa San Antonio, Zona Cruce Villa Copacabana",,-68.1182818,-16.4946774,gamlp
6425,La Paz,ServiciosFinancieros,Fondo Financiero Privado Fassil S.A.,"Avenida Kollasuyo Nº 1432, Zona Callampaya",,-68.15236111,-16.49476111,gamlp
6426,La Paz,ServiciosFinancieros,Fondo Financiero Privado Fassil S.A.,"Calle Maximiliano Paredes, entre Calles Emilio Calderón y Sagárnaga No. 923 Zona Gran Poder",,-68.13984057,-16.49969095,gamlp
6427,La Paz,ServiciosFinancieros,Fondo Financiero Privado Fassil S.A.,"Avenida Muñoz Reyes Nº800 esquina Calle 30, Zona de Cota Cota",,-68.06359167,-16.54086667,gamlp
6428,La Paz,ServiciosFinancieros,Fondo Financiero Privado Fassil S.A.,"Avenida Arce 2779,  Edificio El Escorial - Planta Baja",,-68.12098173,-16.5125916,gamlp
6429,La Paz,ServiciosFinancieros,Fondo Financiero Privado Fassil S.A.,Avenida Gral Camacho NÂº 1415 - 1425,,-68.13250435,-16.49956345,gamlp
6430,La Paz,ServiciosFinancieros,Fondo Financiero Privado Fassil S.A.,Calle Tumusla NÂº 602,,-68.14380833,-16.49511389,gamlp
6431,La Paz,ServiciosFinancieros,Fondo Financiero Privado Fassil S.A.,"Avenida Las Américas NÂº 250, zona Villa Fátima",,-68.12056124,-16.47919655,gamlp
6432,La Paz,ServiciosFinancieros,Fondo de la Comunidad S.A. F.F.P.,Av. 20 de Octubre # 2379 entre Belisario Salinas y Rosendo Gutierrez,,-68.12692568,-16.50958814,gamlp
6433,La Paz,ServiciosFinancieros,Fondo Financiero Privado Prodem S.A.,AV. BALLIVIAN # 1323  ENTRE CALLES 20 Y 21 DE CALACOTO,,-68.07820315,-16.53875579,gamlp
6434,La Paz,ServiciosFinancieros,Fondo Financiero Privado Prodem S.A.,AV. CAMACHO ESQ. COLON No. 2277,,-68.13420001,-16.4987448,gamlp
6435,La Paz,ServiciosFinancieros,Fondo Financiero Privado Prodem S.A.,Av. CAMACHO ESQ. CALLE COLON # 1277,,-68.13420001,-16.4987448,gamlp
6436,La Paz,ServiciosFinancieros,Fondo Financiero Privado Prodem S.A.,PLAZA DEL ESTUDIANTE ESQ. CALLE LANDAETA S/N. EDIFICIO GAMARRA,,-68.1314,-16.5045,gamlp
6437,La Paz,ServiciosFinancieros,Fondo Financiero Privado Prodem S.A.,AV. SANCHEZ LIMA ESQ. BELISARIO SALInaS # 520,,-68.12757309,-16.51083074,gamlp
6438,La Paz,ServiciosFinancieros,Fondo Financiero Privado Prodem S.A.,AV. 31 DE OCTUBRE # 1525 ZOna VILLA COPACABAna (CRUCE VILLA COPACABAna),,-68.11652942,-16.49608024,gamlp
6439,La Paz,ServiciosFinancieros,Fondo Financiero Privado Prodem S.A.,AV. LAS AMERICAS NO. 398,,-68.11958643,-16.47759726,gamlp
6440,La Paz,ServiciosFinancieros,Fondo Financiero Privado Prodem S.A.,AV. BAPTISTA NO. 845,,-68.14647738,-16.4957946,gamlp
6441,La Paz,ServiciosFinancieros,Fondo Financiero Privado Prodem S.A.,CALLE ILLAMPU ESQ. SANTA CRUZ No. 784,,-68.13962778,-16.49636389,gamlp
6442,La Paz,ServiciosFinancieros,Fondo Financiero Privado Prodem S.A.,AV. SAAVEDRA # 2136,,-68.12077163,-16.50530416,gamlp
6443,La Paz,ServiciosFinancieros,Fondo Financiero Privado Prodem S.A.,AV. HERnaNDO SILES NÂº 6204 ESQ. CALLE 16 DE OBRAJES,,-68.10236657,-16.52960548,gamlp
6444,La Paz,ServiciosFinancieros,Fondo Financiero Privado Prodem S.A.,AV. MONTES No. 755,,-68.13675016,-16.49399982,gamlp
6445,La Paz,ServiciosFinancieros,Banco Los Andes Procredit S.A.,Avenida Rafael Pabón frente al Colegio Militar,,-68.08706111,-16.53209722,gamlp
6446,La Paz,ServiciosFinancieros,Banco Ganadero S.A.,Av. Camacho Nº 1372 (Zona Central),,-68.13282854,-16.49940389,gamlp
6447,La Paz,ServiciosFinancieros,Banco Ganadero S.A.,Av. Montenegro Esquina Calle 18 Calacoto Nº 5 (Zona San Miguel),,-68.0806905,-16.54080265,gamlp
6448,La Paz,ServiciosFinancieros,Banco Económico S.A.,"La Paz Av. Saavedra Nro. 1392, esq. Plaza Stadium, Lado Radio Club La Paz",,-68.12414409,-16.49902408,gamlp
6449,La Paz,ServiciosFinancieros,Banco Económico S.A.,La Paz Calle Tumusla  Nro. 758 entre Av. Buenos Aires y  Plaza Garita de Lima,,-68.14506465,-16.4954018,gamlp
6450,La Paz,ServiciosFinancieros,Banco Unión S.A.,Calle Socabaya esq Mercado,,-68.13502162,-16.49731447,gamlp
6451,La Paz,ServiciosFinancieros,Banco Unión S.A.,Plaza El Estudiante Edificio Inchauste Zelaya,,-68.13117677,-16.5045358,gamlp
6452,La Paz,ServiciosFinancieros,Banco BISA S.A.,Av. del Maestro Nº 954 Sector B,,-68.10731825,-16.52281039,gamlp
6453,La Paz,ServiciosFinancieros,Banco BISA S.A.,"Esq. Colombia y Zoilo Flores Nº 490, Zona San Pedro",,-68.13651906,-16.50303145,gamlp
6454,La Paz,ServiciosFinancieros,Banco BISA S.A.,Av. Arce Nº 2799 esq. calle Cordero Edificio Fortaleza,,-68.12071845,-16.51291247,gamlp
6455,La Paz,ServiciosFinancieros,Banco BISA S.A.,Av. Ballivian Nº 1461 entre calles 21 y 22 (AutoBanco) - Agencia,,-68.07715,-16.53885278,gamlp
6456,La Paz,ServiciosFinancieros,Banco BISA S.A.,Av. Arequipa Nº 8221 - Shopping Sur La Florida - Agencia,,-68.09143333,-16.54476389,gamlp
6457,La Paz,ServiciosFinancieros,Banco BISA S.A.,Av. Arce esq. Hermanos Manchego Nº 2572 - Agencia,,-68.12379089,-16.50993878,gamlp
6458,La Paz,ServiciosFinancieros,Banco BISA S.A.,Calle Aspiazu Nº 387 esq. Av. 20 de Octubre - Sopocachi,,-68.12921697,-16.50720615,gamlp
6459,La Paz,ServiciosFinancieros,Banco BISA S.A.,Calle Potosí  Nº 1012 - Agencia Calle Potosí,,-68.13502292,-16.49615479,gamlp
6460,La Paz,ServiciosFinancieros,Banco BISA S.A.,Av. 16 de Julio Nº 1628 - Agencia Principal,,-68.13279077,-16.50202162,gamlp
6461,La Paz,ServiciosFinancieros,Banco BISA S.A.,Av. Camacho Nº 1333 - Agencia,,-68.13384515,-16.4989209,gamlp
6462,La Paz,ServiciosFinancieros,Banco BISA S.A.,Av. Ballivian entre calles 21 y 22 (AutoBanco) - Agencia,,-68.07724722,-16.538825,gamlp
6463,La Paz,ServiciosFinancieros,Banco BISA S.A.,Calle Cuba Nº 1406 esq. Brasil - Edificio Mercedes Miraflores,,-68.12041353,-16.49586715,gamlp
6464,La Paz,ServiciosFinancieros,Banco BISA S.A.,Av. 14 de Septiembre esq. calle 17 Obrajes Nº 40 - Estacion de Servicio Carsur,,-68.10062222,-16.52944722,gamlp
6465,La Paz,ServiciosFinancieros,Banco BISA S.A.,Calle Comercio Nº 848,,-68.13610625,-16.49471942,gamlp
6466,La Paz,ServiciosFinancieros,Banco BISA S.A.,Calle 16 Nº 5 - Frente al Mercado de Achumani,,-68.07313763,-16.53067676,gamlp
6467,La Paz,ServiciosFinancieros,Banco BISA S.A.,Av. Jose María Acha esq. calle 3 (Juan Chalco) Nº 472,,-68.075173,-16.54519481,gamlp
6468,La Paz,ServiciosFinancieros,Banco BISA S.A.,Calle Mendez  Arcos esq. V. Sanjines Nº 2706 - Sopocachi,,-68.12894722,-16.51474444,gamlp
6469,La Paz,ServiciosFinancieros,Banco BISA S.A.,"Av. Buenos Aires esquina nudo Vita No. 470, Z/14 de septiembre.",,-68.1444028,-16.49372879,gamlp
6470,La Paz,ServiciosFinancieros,Banco de Crédito de Bolivia S.A.,Av. Baptista esq. Calle Calatayud No. 950 - Zona Callampa,,-68.14779685,-16.4954898,gamlp
6471,La Paz,ServiciosFinancieros,Banco de Crédito de Bolivia S.A.,Av. Ballivian esq. Calle 9 Nº 302 - Calacoto,,-68.09028865,-16.54109253,gamlp
6472,La Paz,ServiciosFinancieros,Banco de Crédito de Bolivia S.A.,Calle Haití No.1248 entre Trinidad y Tobago y EE.UU. - Frente Mercado Haití,,-68.12197071,-16.49106548,gamlp
6473,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,AV. 6 DE AGOSTO EDIF. V CENTEnaRIO,,-68.12974628,-16.50578886,gamlp
6474,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,CALLE SAGARnaGA # 328 ENTRE ILLAMPU Y LInaRES,,-68.13856116,-16.49761223,gamlp
6475,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,"AV. BALLIVIAN NRO 415 ENTRE CALLE 10 Y CALLE 11 , CALACOTO",,-68.08905278,-16.540325,gamlp
6476,La Paz,ServiciosFinancieros,Banco nacional de Bolivia S.A.,"AV. GARCIA LANZA NÂº 1484, ESQ. CALLE 13, AGENCIA BNB, ZOna ACHUMANI",,-68.07459227,-16.53359899,gamlp
6477,La Paz,ServiciosFinancieros,Banco nacional de Bolivia S.A.,"AV. GARCIA LANZA NÂº 1484, ESQ. CALLE 13, AGENCIA BNB, ZOna ACHUMANI",,-68.07450741,-16.53354555,gamlp
6478,La Paz,Farmacia,Corporación Boliviana de Farmacias S.A.,C. Comercio # 866,,-68.1360016,-16.49480216,gamlp
6479,La Paz,Farmacia,Farmacia Bolivia,Av. 6 de Agosto # 2628,,-68.12449363,-16.51109692,gamlp
6480,La Paz,Farmacia,Farmacia Acuario,C. Sagarnaga # 432,,,,gamlp
6481,La Paz,Farmacia,Farmacia R y F,Av. Entre Ríos # 1203,,-68.15112921,-16.49850011,gamlp
6482,La Paz,Farmacia,Farmacia Luz de Fé,C. Mururata # 1368,,,,gamlp
6483,La Paz,Farmacia,Farmacia Jaciel,Pza. Israel # 600,,-68.13655836,-16.50587283,gamlp
6484,La Paz,Farmacia,Distribución de Medicamentos,Av. Del Policía # 611,,,,gamlp
6485,La Paz,Farmacia,Farmacia San Expedito Milagroso,C. Mururata # 1370,,-68.11656429,-16.46934125,gamlp
6486,La Paz,Farmacia,Farmacia Tejada Sorzano,Av. Tejada Sorzano # 574,,-68.12345678,-16.48449477,gamlp
6487,La Paz,Farmacia,Farmacia Santa Clara,Av. Buenos Aires # 712,,-68.14455682,-16.49695532,gamlp
6488,La Paz,Farmacia,Venta por menor de productos Farmacéuticos Requilab,C. Víctor Eduardo # 2250,,-68.12136048,-16.50648829,gamlp
6489,La Paz,Farmacia,Venta de productos Farmacéuticos,C. Alexander # 108,,-68.07172181,-16.53377743,gamlp
6490,La Paz,Farmacia,Farmacia,C. 16 de Julio Esq. Av. Tejada Sorzano # 988,,-68.12570133,-16.48932153,gamlp
6491,La Paz,Farmacia,Importador y Exportador de productos Farmacéuticos - Tecno Medical Bolivia,Av. Busch # 1211,,-68.12099393,-16.49351434,gamlp
6492,La Paz,Farmacia,Farmacia Gloria,Av. Las Américas # 264,,-68.12043841,-16.47901728,gamlp
6493,La Paz,Farmacia,Venta de productos Farmacéuticos,Av. Hernando Siles # 6106,,,,gamlp
6494,La Paz,Farmacia,Fabricación y venta de productos Farmacéuticos,C. Méndez Arcos # 957-B,,-68.13177396,-16.51556901,gamlp
6495,La Paz,Farmacia,Farmacia Rodríguez,C. Venancio Burgoa # 658,,-68.14133515,-16.50050947,gamlp
6496,La Paz,Farmacia,Farmacia Lita,C. Martínez Monje # 1111,,,,gamlp
6497,La Paz,Farmacia,Farmacia Lara Soto,C. Lizardo Taborga # 1523,,-68.15396177,-16.49498233,gamlp
6498,La Paz,Farmacia,Farmacia Europa,C. Yanacocha # 538,,,,gamlp
6499,La Paz,Farmacia,Farmacia San Juan,C. Manuel Bustillo # 712,,-68.15348092,-16.49446549,gamlp
6500,La Paz,Farmacia,Venta por menor de productos Farmacéuticos,Av. Altamirano # 6629,,-68.08678314,-16.52483837,gamlp
6501,La Paz,Farmacia,Hypermarcas,Av. Jaime Zudañez # 1444,,-68.1388914,-16.51468798,gamlp
6502,La Paz,Farmacia,Farmacia Fatima,C. Arapata No. 1120,,,,gamlp
6503,La Paz,Farmacia,Farmacia América,C. Yungas # 601 Esq. C. Ballivián,,-68.13002583,-16.4971837,gamlp
6504,La Paz,Farmacia,Farmacia Reencarnación,Av. 9 De Abril # 194,,-68.15317037,-16.50484584,gamlp
6505,La Paz,Farmacia,Importador y Exportador Sumipharma,C. Eusebio Gutierrez # 134,,,,gamlp
6506,La Paz,Farmacia,Farmacia Virgen de Las Nieves,Av. Chacaltaya # 1146,,,,gamlp
6507,La Paz,Farmacia,Farmacia Isis,C. Constitución # 113,,-68.14349544,-16.48806636,gamlp
6508,La Paz,Farmacia,Farmacia,Av. Chacaltaya # 1080,,-68.14820738,-16.47952601,gamlp
6509,La Paz,Farmacia,Inmed F.C.,C. 8 # 1630,,-68.11842417,-16.48004063,gamlp
6510,La Paz,Farmacia,Comercialización de productos de Tocador Y Farmacéuticos,C. 12 # 315,,-68.10557064,-16.52816951,gamlp
6511,La Paz,Farmacia,Farmacia Señor de Mayo,Av. República # 1479,,-68.15197989,-16.49170121,gamlp
6512,La Paz,Farmacia,Provein Medica,Av. Saavedra # 2218,,-68.1201597,-16.50656386,gamlp
6513,La Paz,Farmacia,Farmacia San Alberto,Av. García Lanza # 652,,-68.07402296,-16.53219175,gamlp
6514,La Paz,Farmacia,Farmacia Niño Jesús I,C. Evaristo Valle # 153,,-68.13777248,-16.49402298,gamlp
6515,La Paz,Farmacia,Farmacia Bolivia,C. Claudio Pinilla # 150,,-68.12470294,-16.49908899,gamlp
6516,La Paz,Farmacia,Ave María,Av. Tejada Sorzano # 258,,-68.12148687,-16.48057084,gamlp
6517,La Paz,Farmacia,Farmacia Gloria,C. Figueroa # L-3 Edf. Gonzales,,-68.13783519,-16.49526676,gamlp
6518,La Paz,Farmacia,Farmacia Libertad,Av. Entre Ríos # 1119,,-68.14988667,-16.49774481,gamlp
6519,La Paz,Farmacia,Farmacia Placido,Av. Buenos Aires # 724,,-68.14455029,-16.49767129,gamlp
6520,La Paz,Farmacia,Farmacia Suazo,C. Juan de Vargas # 1205 Vivero II,,-68.12279112,-16.50501434,gamlp
6521,La Paz,Farmacia,Farmacia San Francisco de Borja,Av. 23 de Marzo # 289,,-68.10304354,-16.49931222,gamlp
6522,La Paz,Farmacia,Farmacia Oliseb,Av. Vicente Burgaleta # 996,,-68.11753011,-16.48899147,gamlp
